Time1,GRFzDL1,GRFxDL1,Time1b,GRFzSL1,GRFxSL1,Time2,GRFzDL2,GRFxDL2,Time2b,GRFzSL2,GRFxSL2,Time3,GRFzDL3,GRFxDL3,Time3b,GRFzSL3,GRFxSL3
0.162,571.06,157.33,0.162,586.48,-91.42,0.162,570.9,145.63,0.162,60.75,22.7,0.162,611.76,143.35,0.162,97.19,35.23
0.163,573.79,157.81,0.163,591.68,-86.55,0.163,573.73,146.6,0.163,60.54,22.7,0.163,612.64,143.66,0.163,100.37,36.06
0.164,576.02,158.38,0.164,603,-91.16,0.164,576.63,147.3,0.164,63.9,22.92,0.164,614.96,144.54,0.164,102.01,37.27
0.165,578.75,159.48,0.165,620.78,-95.6,0.165,579.27,148.26,0.165,68.47,25.27,0.165,616.39,144.67,0.165,103.81,38.14
0.166,581.31,160.05,0.166,635.8,-96.12,0.166,581.81,149.05,0.166,72.39,24.57,0.166,618.92,145.11,0.166,107.6,38.84
0.167,583.81,160.97,0.167,655.92,-98.95,0.167,584.17,150.1,0.167,68.72,23.7,0.167,620.54,145.41,0.167,110.13,39.88
0.168,586.27,161.63,0.168,667.49,-106.04,0.168,587.04,150.76,0.168,66.78,23.53,0.168,622.8,146.11,0.168,111.74,40.23
0.169,589.27,162.02,0.169,679.18,-113.95,0.169,590.1,151.55,0.169,72.61,25.1,0.169,624.78,146.51,0.169,114.17,41.93
0.17,591.31,162.9,0.17,687.87,-117.35,0.17,592.93,152.07,0.17,76.13,25.27,0.17,625.64,147.38,0.17,116.06,43.36
0.171,594.94,163.51,0.171,699.95,-119.52,0.171,595.8,153.34,0.171,77.03,24.05,0.171,627.62,147.78,0.171,118.31,44.49
0.172,597,164.3,0.172,710.16,-129.26,0.172,598.03,153.87,0.172,79.76,23.49,0.172,629.5,148.22,0.172,120.62,45.19
0.173,599.79,165,0.173,728.65,-135.14,0.173,600.45,154.7,0.173,81.06,26.88,0.173,632.77,148.39,0.173,122.32,45.67
0.174,602.57,166.14,0.174,744.39,-143.36,0.174,603.92,155.27,0.174,83.32,28.18,0.174,634.72,148.79,0.174,124.34,46.06
0.175,605.6,166.4,0.175,757.55,-151.1,0.175,606.13,156.24,0.175,85.31,27.79,0.175,636.67,149.23,0.175,126.45,46.15
0.176,608.6,167.19,0.176,770.16,-163.49,0.176,609.46,157.11,0.176,87.15,27.31,0.176,637.53,149.44,0.176,128.19,45.54
0.177,611.27,168.16,0.177,783.26,-170.97,0.177,611.86,157.81,0.177,89.63,28.49,0.177,638.69,150.1,0.177,129.95,46.15
0.178,614.16,168.9,0.178,792.08,-180.54,0.178,614.63,159.04,0.178,92.72,29.01,0.178,640.45,150.93,0.178,132.56,46.67
0.179,616.97,169.56,0.179,804.64,-186.68,0.179,617.06,159.48,0.179,93.8,28.62,0.179,642.33,152.03,0.179,134.62,46.84
0.18,618.65,169.95,0.18,817.9,-196.46,0.18,620.64,160.14,0.18,95.42,27.88,0.18,645.41,151.81,0.18,135.73,46.93
0.181,621.79,170.66,0.181,833.7,-203.16,0.181,622.68,160.97,0.181,96.89,28.62,0.181,646.89,152.03,0.181,136.89,46.71
0.182,623.75,171.31,0.182,849.39,-208.6,0.182,626.26,161.85,0.182,99.61,28.75,0.182,648.13,152.29,0.182,138.28,46.15
0.183,626.42,172.19,0.183,864.09,-217.56,0.183,628.52,162.94,0.183,101.45,28.01,0.183,649.75,153.34,0.183,140.15,45.49
0.184,628.43,172.58,0.184,880.33,-223.34,0.184,631.91,163.34,0.184,102.99,27.01,0.184,651.68,153.87,0.184,140.8,44.71
0.185,632.2,173.42,0.185,893.61,-228.3,0.185,634.8,164.3,0.185,106.39,27.18,0.185,654.21,154.57,0.185,141.92,44.06
0.186,634.9,174.03,0.186,906.52,-235,0.186,637.06,165.13,0.186,108.31,27.05,0.186,655.2,155.23,0.186,143.64,43.49
0.187,637.9,174.64,0.187,923.49,-242.65,0.187,640.31,166.1,0.187,109.94,26.01,0.187,657.32,155.58,0.187,145.06,42.8
0.188,641.15,175.87,0.188,937.2,-247.87,0.188,643.25,166.76,0.188,111.18,24.88,0.188,658.26,155.89,0.188,146.07,41.15
0.189,644.84,176.84,0.189,949.53,-256.44,0.189,645.76,167.28,0.189,117.55,22.92,0.189,660.49,155.97,0.189,148.09,39.54
0.19,647.07,177.32,0.19,962.32,-262.83,0.19,649.4,168.2,0.19,127.55,17.96,0.19,661.65,156.94,0.19,150.29,37.84
0.191,650.01,178.15,0.191,974.39,-272.75,0.191,652.15,169.52,0.191,127.35,21.44,0.191,663.88,157.46,0.191,151.69,36.36
0.192,652.63,178.81,0.192,984.1,-278.45,0.192,654.66,170.35,0.192,119.74,20.7,0.192,666.08,158.03,0.192,166.47,29.1
0.193,655.22,179.68,0.193,991.42,-286.15,0.193,657.33,170.83,0.193,115.87,20.05,0.193,667.01,158.08,0.193,161.46,25.62
0.194,657.66,180.08,0.194,999.36,-293.28,0.194,660.2,171.84,0.194,114.49,22.36,0.194,669.21,158.3,0.194,158.03,30.14
0.195,661.69,180.43,0.195,1007.05,-298.54,0.195,663.48,172.36,0.195,115.79,22.36,0.195,671.44,158.74,0.195,157.34,26.05
0.196,663.72,181.13,0.196,1014.67,-305.76,0.196,666.15,173.46,0.196,125.43,22.57,0.196,672.71,159.48,0.196,157.52,27.44
0.197,667.19,181.74,0.197,1024.08,-310.15,0.197,668.74,174.34,0.197,129.22,24.62,0.197,675.07,160.09,0.197,162.29,31.92
0.198,669.59,182.53,0.198,1032.54,-315.03,0.198,671.93,174.86,0.198,133.62,25.27,0.198,676.31,160.62,0.198,162.22,26.92
0.199,672.37,183.06,0.199,1037.71,-321.29,0.199,674.16,175.78,0.199,134.01,22.92,0.199,678.29,160.66,0.199,174.6,27.71
0.2,675.51,183.8,0.2,1044.22,-325.29,0.2,677.08,176.44,0.2,131.16,24.53,0.2,679.62,161.36,0.2,181.51,30.88
0.201,679.17,184.33,0.201,1049.08,-329.25,0.201,679.03,177.01,0.201,132.51,23.31,0.201,680.97,161.32,0.201,182.32,26.66
0.202,681.37,185.21,0.202,1055.09,-331.9,0.202,682.31,177.67,0.202,134.99,23.14,0.202,683.41,162.2,0.202,182.96,27.36
0.203,683.55,185.56,0.203,1062.2,-335.38,0.203,685.01,178.33,0.203,138.68,23.88,0.203,685.61,162.77,0.203,181.93,28.79
0.204,687.04,186.39,0.204,1066.81,-338.64,0.204,687.52,178.89,0.204,147,22.31,0.204,687.62,162.9,0.204,185.24,25.14
0.205,689.44,186.74,0.205,1073.51,-340.38,0.205,689.75,179.38,0.205,149.18,21.96,0.205,689.49,163.16,0.205,191.23,28.01
0.206,692.91,187.18,0.206,1077.95,-342.95,0.206,692.43,180.08,0.206,148.87,22.92,0.206,691.48,163.64,0.206,196.62,24.23
0.207,694.18,187.66,0.207,1082.46,-344.73,0.207,695.51,180.43,0.207,149.15,21.88,0.207,693.07,164.04,0.207,202.27,23.88
0.208,697.89,188.01,0.208,1085.02,-346.08,0.208,698.26,180.69,0.208,149.03,22.23,0.208,695.63,164.65,0.208,209.63,25.01
0.209,699.82,189.33,0.209,1087.89,-347.04,0.209,700.6,181.48,0.209,150.59,22.75,0.209,697.2,165.22,0.209,212.7,22.44
0.21,702.63,189.33,0.21,1089.88,-348.08,0.21,703.33,181.83,0.21,152.28,22.23,0.21,699.54,165.53,0.21,215.33,23.01
0.211,705.2,189.54,0.211,1091.54,-348.6,0.211,705.62,182.18,0.211,155.71,22.49,0.211,700.64,166.23,0.211,217.81,23.23
0.212,708.19,190.25,0.212,1093.82,-350.52,0.212,708.51,182.84,0.212,158.16,22.36,0.212,703.12,166.84,0.212,220.18,22.49
0.213,709.87,190.95,0.213,1096.93,-350.99,0.213,710.08,183.15,0.213,159.47,22.31,0.213,705.04,167.5,0.213,222.92,23.27
0.214,713.12,191.47,0.214,1099.68,-352.43,0.214,713.44,183.23,0.214,160.64,22.36,0.214,706.8,167.85,0.214,227.28,22.66
0.215,715.52,191.82,0.215,1102.2,-352.95,0.215,715.23,183.8,0.215,162.72,21.79,0.215,708.98,168.2,0.215,230.64,22.09
0.216,717.94,192.22,0.216,1103.79,-354,0.216,717.57,184.42,0.216,163.48,21.79,0.216,711.31,168.95,0.216,234.26,22.49
0.217,720.26,192.52,0.217,1105.98,-354.74,0.217,719.42,184.77,0.217,163.57,21.79,0.217,711.86,169.34,0.217,237.56,21.53
0.218,722.1,193.05,0.218,1103.95,-355.21,0.218,722.45,184.81,0.218,165.21,21.44,0.218,714.61,169.82,0.218,242.13,21.7
0.219,724.85,193.36,0.219,1103.67,-356.39,0.219,724.63,185.16,0.219,171.17,21.49,0.219,715.41,170.48,0.219,246.39,21.62
0.22,726.73,194.01,0.22,1103.62,-357.61,0.22,726.25,185.51,0.22,175.26,21.27,0.22,716.73,170.61,0.22,251.75,21.05
0.221,729.23,194.01,0.221,1103.73,-358.65,0.221,729.17,185.73,0.221,178.37,21.09,0.221,719.29,171.36,0.221,257.88,21.01
0.222,731.41,194.41,0.222,1105.04,-359,0.222,731.65,186.17,0.222,178.88,21.18,0.222,720.97,171.88,0.222,263.3,20.75
0.223,734.33,194.37,0.223,1103.13,-359.82,0.223,733.47,186.48,0.223,180.61,20.83,0.223,722.43,172.06,0.223,268.87,20.83
0.224,736.56,194.98,0.224,1103.18,-361.04,0.224,735.73,186.91,0.224,180.78,20.62,0.224,724.32,172.54,0.224,274.27,20.4
0.225,738.35,195.5,0.225,1101.12,-361.78,0.225,737.14,187.13,0.225,184.59,20.57,0.225,726.25,173.42,0.225,281.65,20.44
0.226,740.78,195.68,0.226,1100.46,-363.61,0.226,739.51,187.27,0.226,187.43,20.22,0.226,728.31,173.86,0.226,289.07,20.05
0.227,743.17,195.59,0.227,1098.42,-364.09,0.227,741.13,187.48,0.227,192.68,19.96,0.227,729.28,174.12,0.227,295.29,19.53
0.228,744.79,196.16,0.228,1096.65,-366,0.228,742.62,187.62,0.228,197.81,19.96,0.228,731.15,174.51,0.228,300.98,19.35
0.229,748.07,196.25,0.229,1095.89,-367.09,0.229,744.6,188.05,0.229,201.84,19.75,0.229,732.91,175.26,0.229,308.85,19.09
0.23,749.65,196.95,0.23,1092.89,-368.22,0.23,747.08,188.36,0.23,206.48,19.49,0.23,734.23,175.43,0.23,314.56,18.22
0.231,752.59,197.13,0.231,1091.04,-369.57,0.231,748.21,188.62,0.231,209.89,19.05,0.231,735.77,176.35,0.231,321.25,18.44
0.232,754.38,197.17,0.232,1089.01,-371.09,0.232,750.06,188.67,0.232,212.75,18.92,0.232,737.14,176.66,0.232,327.49,18.14
0.233,756.7,197.52,0.233,1088.95,-372.22,0.233,752.2,188.93,0.233,216.91,18.22,0.233,738.82,176.79,0.233,332.84,17.27
0.234,759.01,197.61,0.234,1086.71,-373.48,0.234,753.58,188.84,0.234,221.95,17.79,0.234,740.36,177.36,0.234,343.21,16.75
0.235,760.28,198,0.235,1086.33,-376.18,0.235,756.06,189.41,0.235,227.28,17.14,0.235,741.66,177.84,0.235,350.99,15.96
0.236,762.68,198.27,0.236,1084.5,-377.96,0.236,757.05,189.46,0.236,232.17,16.44,0.236,743.72,178.28,0.236,359.59,15.35
0.237,764.16,198.18,0.237,1082.2,-379.92,0.237,758.35,189.37,0.237,238.33,15.35,0.237,745.29,178.5,0.237,365.87,15.05
0.238,765.76,198.27,0.238,1079.71,-380.61,0.238,758.45,189.28,0.238,243.86,14.92,0.238,747.38,179.16,0.238,375.13,13.83
0.239,767.83,198.48,0.239,1080.16,-381.05,0.239,762.75,189.63,0.239,249.53,13.83,0.239,748.64,179.6,0.239,381.91,12.83
0.24,769.62,199.01,0.24,1078.45,-382.09,0.24,765.59,190.25,0.24,255.25,12.92,0.24,749.33,179.73,0.24,389.2,11.74
0.241,771.74,199.32,0.241,1078.38,-384.05,0.241,767.46,190.07,0.241,262.18,12.31,0.241,751.2,180.08,0.241,393.26,10.74
0.242,773.89,199.19,0.242,1078.13,-384.79,0.242,768.54,190.07,0.242,267.97,10.66,0.242,752.52,180.95,0.242,403.51,9.26
0.243,775.19,199.54,0.243,1078.82,-385.83,0.243,770.71,190.2,0.243,276.9,9.96,0.243,753.87,181.35,0.243,412.13,7.48
0.244,776.87,199.36,0.244,1078.94,-386.7,0.244,773.11,190.51,0.244,284.29,8.22,0.244,755.44,181.83,0.244,421.52,5.83
0.245,778.41,199.93,0.245,1078.34,-387.44,0.245,775.12,190.6,0.245,292.68,7.39,0.245,756.29,181.83,0.245,428.28,3.52
0.246,780.32,199.8,0.246,1078.47,-387.57,0.246,776.3,190.95,0.246,302.6,6.13,0.246,758.08,182.05,0.246,436.98,0.65
0.247,782.05,200.24,0.247,1079.57,-387.57,0.247,777.43,190.73,0.247,311.43,5.52,0.247,759.54,182.84,0.247,446.79,0.65
0.248,783.62,200.24,0.248,1080.06,-387.53,0.248,778.67,190.6,0.248,322.75,4.91,0.248,760.72,183.19,0.248,457.07,0.39
0.249,785.39,200.46,0.249,1078.54,-387.44,0.249,780.93,190.86,0.249,329.95,4.39,0.249,761.98,183.41,0.249,467.42,0.65
0.25,787.32,200.76,0.25,1078.43,-386.75,0.25,782.88,190.9,0.25,337.44,3.61,0.25,763.47,183.63,0.25,475.74,0.83
0.251,788.34,200.59,0.251,1077.91,-386.7,0.251,785.22,191.12,0.251,348.05,2.7,0.251,764.71,183.98,0.251,488.33,0.61
0.252,790.85,200.59,0.252,1079.35,-386.4,0.252,785.86,190.95,0.252,355.87,1.96,0.252,765.84,184.5,0.252,498.84,0.7
0.253,792.14,200.98,0.253,1080.27,-386.09,0.253,788.31,190.95,0.253,367.05,1.52,0.253,767.13,184.77,0.253,511.09,0.7
0.254,794.54,201.11,0.254,1081.27,-386.18,0.254,790.08,191.39,0.254,377.09,0.61,0.254,768.62,184.99,0.254,518.73,0.7
0.255,795.42,201.2,0.255,1082.61,-385.88,0.255,791.92,191.65,0.255,387.23,0.43,0.255,770.43,185.6,0.255,531.06,0.91
0.256,796.97,201.38,0.256,1084.17,-385.57,0.256,793.6,191.3,0.256,396.2,0.74,0.256,771.34,185.86,0.256,541.23,-3.87
0.257,798.37,201.29,0.257,1084.51,-385.7,0.257,794.89,191.34,0.257,403.96,0.43,0.257,772.99,186.17,0.257,554.2,-52.15
0.258,800.38,201.38,0.258,1085.97,-385.66,0.258,797.04,191.47,0.258,412.63,0.74,0.258,774.91,186.39,0.258,561.63,-102.38
0.259,801.9,201.51,0.259,1087.44,-385.7,0.259,798.67,191.65,0.259,423.42,0.52,0.259,775.9,186.52,0.259,580.41,-101.73
0.26,803.33,201.82,0.26,1090.13,-386.14,0.26,800.34,191.6,0.26,432.46,0.61,0.26,778.08,186.96,0.26,596.46,-95.34
0.261,804.6,201.9,0.261,1092.98,-386.22,0.261,802.38,191.74,0.261,446.4,0.43,0.261,778.9,187.13,0.261,603.27,-103.56
0.262,806.03,201.73,0.262,1094.31,-386.79,0.262,803.76,191.74,0.262,457.37,0.39,0.262,780.75,187.44,0.262,613.84,-100.82
0.263,808.21,201.9,0.263,1095.89,-387.05,0.263,805.38,191.87,0.263,470.36,0.35,0.263,781.66,187.88,0.263,622.77,-100.34
0.264,809.04,201.99,0.264,1095.34,-387.57,0.264,807.12,192,0.264,482.57,0.35,0.264,782.73,187.75,0.264,644.23,-101.38
0.265,810.69,202.17,0.265,1098.18,-388.1,0.265,808.99,192,0.265,493,0.74,0.265,784.24,188.32,0.265,664.23,-100.95
0.266,811.22,202.12,0.266,1101.31,-388.14,0.266,810.53,192.26,0.266,505.27,0.7,0.266,785.15,188.49,0.266,683.45,-102.43
0.267,813.23,202.17,0.267,1104.58,-388.44,0.267,811.58,192.17,0.267,517.04,0.7,0.267,787.02,188.67,0.267,695.1,-105.91
0.268,814.28,202.47,0.268,1106.98,-388.92,0.268,814.09,192.35,0.268,528.62,-33.19,0.268,788.48,188.89,0.268,710.53,-113.34
0.269,815.49,202.12,0.269,1109.65,-390.01,0.269,815.3,192.31,0.269,543.46,-73.94,0.269,789.28,189.06,0.269,722.43,-122.74
0.27,816.48,202.43,0.27,1109.26,-390.44,0.27,817.03,192.44,0.27,555.9,-88.9,0.27,790.38,189.37,0.27,738.82,-129.96
0.271,817.23,202.43,0.271,1110,-392.01,0.271,818.44,192.48,0.271,571.91,-80.29,0.271,791.67,189.85,0.271,751.69,-138.88
0.272,818.91,202.69,0.272,1109.52,-392.44,0.272,820.2,192.39,0.272,583.83,-85.55,0.272,793.41,189.72,0.272,770.88,-152.53
0.273,820.07,202.52,0.273,1111.07,-393.14,0.273,821.77,192.7,0.273,590.56,-89.21,0.273,793.93,190.07,0.273,785.14,-165.23
0.274,822.02,202.47,0.274,1112.7,-393.14,0.274,823.31,192.83,0.274,601.64,-87.38,0.274,795.91,190.07,0.274,801.26,-174.11
0.275,823.76,202.91,0.275,1112.46,-393.4,0.275,824.5,192.7,0.275,615.25,-88.34,0.275,797.12,190.64,0.275,812.71,-182.33
0.276,826.04,202.74,0.276,1115.5,-393.49,0.276,826.29,192.88,0.276,638.18,-87.81,0.276,798.44,190.46,0.276,826.17,-192.37
0.277,827.59,202.82,0.277,1117.96,-394.01,0.277,827.45,192.88,0.277,658.01,-87.64,0.277,800.01,191.25,0.277,848.82,-200.03
0.278,829.18,202.6,0.278,1119.47,-393.4,0.278,828.88,192.92,0.278,673.58,-89.29,0.278,801.94,191.17,0.278,866.45,-207.55
0.279,830.43,203.09,0.279,1121.06,-393.44,0.279,830.39,192.96,0.279,685.29,-91.99,0.279,802.6,191.39,0.279,887.66,-212.9
0.28,831.61,202.91,0.28,1120.24,-393.27,0.28,831.99,193.4,0.28,699.46,-95.69,0.28,804.47,191.69,0.28,901.79,-218.77
0.281,833.7,203.22,0.281,1120.36,-392.66,0.281,833.12,193.31,0.281,711.5,-104.17,0.281,805.76,191.95,0.281,924.21,-228.3
0.282,834.97,203.52,0.282,1118.47,-391.49,0.282,834.28,193.27,0.282,726.98,-112.52,0.282,808.07,192,0.282,940.06,-238.22
0.283,835.88,203.26,0.283,1116.52,-390.18,0.283,835.87,193.4,0.283,741.48,-126.18,0.283,807.99,192.13,0.283,960.47,-244
0.284,837.09,203.26,0.284,1116.01,-388.44,0.284,837.33,193.44,0.284,758.78,-135.05,0.284,809.7,192.26,0.284,974.01,-250.79
0.285,838.33,203.35,0.285,1112.5,-385.7,0.285,838.43,193.44,0.285,769.62,-146.44,0.285,810.38,192.44,0.285,990.02,-261.4
0.286,839.68,203.57,0.286,1112.4,-383.22,0.286,839.76,193.49,0.286,780.99,-153.49,0.286,812.03,192.83,0.286,1010.33,-270.18
0.287,840.2,203.61,0.287,1110.42,-379.27,0.287,840.23,193.4,0.287,791.32,-162.41,0.287,812.94,192.79,0.287,1025.66,-278.97
0.288,841.14,203.39,0.288,1109.72,-375.66,0.288,841.66,193.4,0.288,804.84,-167.67,0.288,814.59,192.88,0.288,1039.17,-284.45
0.289,842.3,203.57,0.289,1108.57,-372.65,0.289,842.32,193.62,0.289,818.22,-175.63,0.289,815.17,193.01,0.289,1057.52,-289.89
0.29,843.09,203.79,0.29,1106.85,-368.44,0.29,843.37,193.62,0.29,838.62,-181.2,0.29,816.88,193.27,0.29,1075.51,-297.67
0.291,843.95,203.66,0.291,1101.96,-365.3,0.291,844.3,193.49,0.291,856.7,-186.59,0.291,817.87,193.36,0.291,1090.15,-305.8
0.292,845.08,203.61,0.292,1097.96,-360.52,0.292,845.65,193.4,0.292,871.38,-194.98,0.292,818.59,193.44,0.292,1101.47,-311.02
0.293,846.18,203.83,0.293,1090.12,-357.61,0.293,846.67,193.58,0.293,886.34,-200.59,0.293,819.82,193.53,0.293,1108.34,-316.2
0.294,846.87,203.88,0.294,1085.93,-352.65,0.294,847.33,193.75,0.294,900.71,-208.12,0.294,821.56,193.44,0.294,1122.18,-324.07
0.295,848,203.66,0.295,1081.32,-349.04,0.295,848.18,193.66,0.295,913.97,-213.51,0.295,821.89,193.62,0.295,1132.94,-331.38
0.296,848.9,203.57,0.296,1078.29,-342.91,0.296,848.74,193.53,0.296,927.85,-222.12,0.296,823.1,193.84,0.296,1143.23,-336.03
0.297,850.52,203.22,0.297,1072.13,-338.69,0.297,849.56,193.66,0.297,943.11,-228.3,0.297,824.47,194.01,0.297,1150.47,-341.03
0.298,851.05,203.61,0.298,1067.88,-333.16,0.298,850.97,193.53,0.298,956.52,-237.22,0.298,825.24,193.84,0.298,1156.84,-346.65
0.299,852.4,203.7,0.299,1061.55,-329.51,0.299,851.3,193.4,0.299,971.56,-243.65,0.299,826.54,194.23,0.299,1164.47,-350.86
0.3,853.25,203.44,0.3,1054.04,-325.42,0.3,852.6,193.53,0.3,981.81,-252.26,0.3,827.83,194.67,0.3,1168.08,-353.78
0.301,853.97,203.61,0.301,1048.71,-320.03,0.301,853.2,193.8,0.301,995.02,-257.92,0.301,828.46,194.41,0.301,1171.35,-356.48
0.302,854.8,203.66,0.302,1042.38,-314.85,0.302,854.28,193.66,0.302,1006.58,-265.88,0.302,829.26,194.76,0.302,1173.55,-359.95
0.303,855.59,203.88,0.303,1036.66,-311.29,0.303,854.91,193.58,0.303,1020.79,-270.49,0.303,830.09,194.63,0.303,1176.94,-362.48
0.304,855.98,203.79,0.304,1031.7,-305.11,0.304,855.96,193.49,0.304,1032.75,-277.88,0.304,831.24,194.67,0.304,1177.52,-364.74
0.305,856.25,203.57,0.305,1024.15,-300.5,0.305,856.05,193.58,0.305,1045.07,-283.54,0.305,831.79,194.85,0.305,1178.1,-365.78
0.306,857.41,203.52,0.306,1017.91,-294.11,0.306,856.43,193.75,0.306,1054.97,-291.1,0.306,832.81,194.89,0.306,1177.24,-366.7
0.307,857.58,203.52,0.307,1010.25,-289.02,0.307,857.01,193.75,0.307,1066.21,-295.45,0.307,833.99,194.89,0.307,1175.47,-368.04
0.308,858.68,203.48,0.308,1004.48,-283.54,0.308,857.56,193.49,0.308,1076.32,-302.19,0.308,834.79,195.29,0.308,1173.38,-368.74
0.309,859.14,203.57,0.309,1000.15,-275.58,0.309,857.59,193.97,0.309,1088.45,-306.46,0.309,835.84,195.02,0.309,1171.28,-369.31
0.31,859.36,203.7,0.31,994.21,-269.97,0.31,858.23,193.75,0.31,1097.65,-310.68,0.31,836.56,195.15,0.31,1169.22,-369.91
0.311,859.94,203.52,0.311,988.62,-263.27,0.311,858.53,193.49,0.311,1106.7,-317.2,0.311,837.46,195.24,0.311,1164.7,-370.18
0.312,860.91,203.74,0.312,984.43,-256.74,0.312,859.55,194.1,0.312,1111.79,-322.51,0.312,837.93,195.24,0.312,1160.83,-370.35
0.313,861.04,203.52,0.313,978.95,-251.39,0.313,859.66,193.8,0.313,1117.36,-325.59,0.313,838.95,195.68,0.313,1155.99,-370.57
0.314,861.57,203.44,0.314,973.19,-244.52,0.314,860.29,193.4,0.314,1121.48,-328.64,0.314,840.02,195.64,0.314,1153.34,-370.78
